21.1.1.63. A nemzetgazdaság integrált számlái, 2007 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
I. Termelési számla / Termékek és szolgáltatások külföld számlája ;;;;;;;;;;;;;;;;;;;;;
P.7;Termékek és szolgáltatások importja;19 995 968;19 995 968;;;;;;;;;;;;;;;;19 995 968;;19 995 968
P.71;Termékek importja;17 014 621;17 014 621;;;;;;;;;;;;;;;;17 014 621;;17 014 621
P.72;Szolgáltatások importja;2 981 347;2 981 347;;;;;;;;;;;;;;;;2 981 347;;2 981 347
P.6;Termékek és szolgáltatások exportja;20 032 233;;20 032 233;;;;;;;;;;;;;;;;20 032 233;20 032 233
P.61;Termékek exportja;16 782 800;;16 782 800;;;;;;;;;;;;;;;;16 782 800;16 782 800
P.62;Szolgáltatások exportja;3 249 433;;3 249 433;;;;;;;;;;;;;;;;3 249 433;3 249 433
P.1;Kibocsátás;52 748 969;52 748 969;;;;;;;;;;38 946 901;1 791 811;5 435 606;6 043 035;531 616;52 748 969;;;52 748 969
P.11;Piaci kibocsátás;44 378 716;44 378 716;;;;;;;;;;38 415 221;1 785 615;17 626;4 160 254;;44 378 716;;;44 378 716
P.12;Saját végsõ felhasználási célú kibocsátás;2 518 829;2 518 829;;;;;;;;;;531 680;6 196;87 901;1 882 781;10 271;2 518 829;;;2 518 829
P.13;Nem piaci kibocsátás;5 851 424;5 851 424;;;;;;;;;;;;5 330 079;;521 345;5 851 424;;;5 851 424
P.2;Folyó termelõfelhasználás;30 606 606;;;30 606 606;276 609;2 015 165;1 630 658;852 729;25 831 445;;;;;;;;;;30 606 606;30 606 606
D.21–D.31;Termékadók és -támogatások egyenlege;3 599 535;3 599 535;;;;;;;;;3 599 535;;;;;;3 599 535;;;3 599 535
B.1g;"Hozzáadott érték, bruttó
(Bruttó hazai termék, GDP)";25 741 898;;;25 741 898;255 007;4 027 870;3 804 948;939 082;13 115 456;3 599 535;;;;;;;;;;
P.51c;Állóeszköz-felhasználás;4 127 300;;;4 127 300;58 987;760 409;882 857;73 913;2 351 134;;;;;;;;;;;
B.1n;"Hozzáadott érték, nettó
(Nettó hazai termék, NDP)";21 614 598;;;21 614 598;196 020;3 267 461;2 922 091;865 169;10 764 322;3 599 535;;;;;;;;;;
B.11;Külkereskedelmi egyenleg;-36 265;;-36 265;;;;;;;;;;;;;;;;;
II.1.1. Jövedelmek keletkezése számla;;;;;;;;;;;;;;;;;;;;;
B.1g;"Hozzáadott érték, bruttó
(Bruttó hazai termék, GDP)";;;;;;;;;;;3 599 535;13 115 456;939 082;3 804 948;4 027 870;255 007;25 741 898;;;25 741 898
