21.1.1.74. A nemzetgazdaság integrált számlái, 2018 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
I. Termelési számla / Termékek és szolgáltatások külföld számlája ;;;;;;;;;;;;;;;;;;;;;
P.7;Termékek és szolgáltatások importja;34 494 689;34 494 689;;;;;;;;;;;;;;;;34 494 689;;34 494 689
P.71;Termékek importja;28 969 434;28 969 434;;;;;;;;;;;;;;;;28 969 434;;28 969 434
P.72;Szolgáltatások importja;5 525 255;5 525 255;;;;;;;;;;;;;;;;5 525 255;;5 525 255
P.6;Termékek és szolgáltatások exportja;36 338 676;;36 338 676;;;;;;;;;;;;;;;;36 338 676;36 338 676
P.61;Termékek exportja;28 233 865;;28 233 865;;;;;;;;;;;;;;;;28 233 865;28 233 865
P.62;Szolgáltatások exportja;8 104 811;;8 104 811;;;;;;;;;;;;;;;;8 104 811;8 104 811
P.1;Kibocsátás;85 143 898;85 143 898;;;;;;;;;;63 280 303;2 214 160;9 599 465;8 980 311;1 069 659;85 143 898;;;85 143 898
P.11;Piaci kibocsátás;70 159 946;70 159 946;;;;;;;;;;62 255 310;2 201 075;21 035;5 682 526;;70 159 946;;;70 159 946
P.12;Saját végsõ felhasználási célú kibocsátás;4 529 013;4 529 013;;;;;;;;;;1 024 993;13 085;185 964;3 297 785;7 186;4 529 013;;;4 529 013
P.13;Nem piaci kibocsátás;10 454 939;10 454 939;;;;;;;;;;;;9 392 466;;1 062 473;10 454 939;;;10 454 939
P.2;Folyó termelõfelhasználás;48 502 006;;;48 502 006;515 247;2 397 797;3 553 341;982 589;41 053 032;;;;;;;;;;48 502 006;48 502 006
D.21–D.31;Termékadók és -támogatások egyenlege;6 744 544;6 744 544;;;;;;;;;6 744 544;;;;;;6 744 544;;;6 744 544
B.1g;"Hozzáadott érték, bruttó
(Bruttó hazai termék, GDP)";43 386 436;;;43 386 436;554 412;6 582 514;6 046 124;1 231 571;22 227 271;6 744 544;;;;;;;;;;
P.51c;Állóeszköz-felhasználás;6 841 104;;;6 841 104;95 661;1 119 794;1 508 161;114 748;4 002 740;;;;;;;;;;;
B.1n;"Hozzáadott érték, nettó
(Nettó hazai termék, NDP)";36 545 332;;;36 545 332;458 751;5 462 720;4 537 963;1 116 823;18 224 531;6 744 544;;;;;;;;;;
B.11;Külkereskedelmi egyenleg;-1 843 987;;-1 843 987;;;;;;;;;;;;;;;;;
II.1.1. Jövedelmek keletkezése számla;;;;;;;;;;;;;;;;;;;;;
B.1g;"Hozzáadott érték, bruttó
(Bruttó hazai termék, GDP)";;;;;;;;;;;6 744 544;22 227 271;1 231 571;6 046 124;6 582 514;554 412;43 386 436;;;43 386 436
B.1n;"Hozzáadott érték, nettó
(Nettó hazai termék, NDP)";;;;;;;;;;;6 744 544;18 224 531;1 116 823;4 537 963;5 462 720;458 751;36 545 332;;;36 545 332
B.11;Külkereskedelmi egyenleg;;;;;;;;;;;;;;;;;;-1 843 987;;-1 843 987
D.1;Munkavállalói jövedelem;18 300 031;;;18 300 031;493 983;597 008;4 535 752;657 931;12 015 357;;;;;;;;;;;
D.11;Bérek és keresetek;15 436 956;;;15 436 956;422 162;547 344;3 779 094;511 773;10 176 583;;;;;;;;;;;
D.12;Munkaadók társadalombiztosítási hozzájárulásai;2 863 075;;;2 863 075;71 821;49 664;756 658;146 158;1 838 774;;;;;;;;;;;
D.2–D.3;Termelési és importadók és -támogatások egyenlege;6 826 554;;;6 826 554;-35 232;-118 083;2 212;87 606;145 507;6 744 544;;;;;;;;;;
D.21;Termékadók ;7 067 224;;;7 067 224;;;;;;7 067 224;;;;;;;;;;
D.29;Egyéb termelési adók;838 415;;;838 415;905;154 020;33 014;90 198;560 278;;;;;;;;;;;
D.31;Terméktámogatások;322 680;;;322 680;;;;;;322 680;;;;;;;;;;
D.39;Egyéb termelési támogatások;756 405;;;756 405;36 137;272 103;30 802;2 592;414 771;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;14 516 542;;;14 516 542;95 661;2 360 280;1 508 160;486 034;10 066 407;0;;;;;;;;;;
B.2n;Mûködési eredmény, nettó;8 040 612;;;8 040 612;0;1 605 660;-1;371 286;6 063 667;0;;;;;;;;;;
B.3g;Vegyes jövedelem, bruttó;3 743 309;;;3 743 309;;3 743 309;;;;;;;;;;;;;;
B.3n;Vegyes jövedelem, nettó;3 378 135;;;3 378 135;;3 378 135;;;;;;;;;;;;;;
II.1.2. Elsõdleges jövedelmek elosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;;;;;;;;;;;0;10 066 407;486 034;1 508 160;2 360 280;95 661;14 516 542;;;14 516 542
B.2n;Mûködési eredmény, nettó;;;;;;;;;;;0;6 063 667;371 286;-1;1 605 660;0;8 040 612;;;8 040 612
B.3g;Vegyes jövedelem, bruttó;;;;;;;;;;;;;;;3 743 309;;3 743 309;;;3 743 309
B.3n;Vegyes jövedelem, nettó;;;;;;;;;;;;;;;3 378 135;;3 378 135;;;3 378 135
