21.1.1.51. A nemzetgazdaság integrált számlái, 1995 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
I. Termelési számla / Termékek és szolgáltatások külföld számlája ;;;;;;;;;;;;;;;;;;;;;
P.7;Termékek és szolgáltatások importja;2 287 681;2 287 681;;;;;;;;;;;;;;;;2 287 681;;2 287 681
P.71;Termékek importja;1 744 269;1 744 269;;;;;;;;;;;;;;;;1 744 269;;1 744 269
P.72;Szolgáltatások importja;543 412;543 412;;;;;;;;;;;;;;;;543 412;;543 412
P.6;Termékek és szolgáltatások exportja;2 287 229;;2 287 229;;;;;;;;;;;;;;;;2 287 229;2 287 229
P.61;Termékek exportja;1 430 422;;1 430 422;;;;;;;;;;;;;;;;1 430 422;1 430 422
P.62;Szolgáltatások exportja;856 807;;856 807;;;;;;;;;;;;;;;;856 807;856 807
P.1;Kibocsátás;11 194 873;11 194 873;;;;;;;;;;7 071 005;378 054;1 412 931;2 220 068;112 815;11 194 873;;;11 194 873
P.11;Piaci kibocsátás;9 032 947;9 032 947;;;;;;;;;;6 919 580;377 212;6 048;1 730 107;;9 032 947;;;9 032 947
P.12;Saját végsõ felhasználási célú kibocsátás;661 824;661 824;;;;;;;;;;151 425;842;18 361;489 961;1 235;661 824;;;661 824
P.13;Nem piaci kibocsátás;1 500 102;1 500 102;;;;;;;;;;;;1 388 522;;111 580;1 500 102;;;1 500 102
P.2;Folyó termelõfelhasználás;6 252 151;;;6 252 151;59 493;884 009;455 474;148 437;4 704 738;;;;;;;;;;6 252 151;6 252 151
D.21–D.31;Termékadók és -támogatások egyenlege;893 761;893 761;;;;;;;;;893 761;;;;;;893 761;;;893 761
